# Document parsed from: Master_List_for_Atlas_Copco-2.xlsx

## Page 1

|Basic Material|Changed By|Business Partner|Organizational Unit|Changed on|Company Created|Created by|Created on|Desc. in English (as of 11.2025)|Old description|Ext. Matl Group|Material group|Material type||Purchasing document|Purchase doc Item|Purchasing org.||Size/Dimension|Vendor||Material|Counter of PO|Counter of Material|PO Value|PO Quantity|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/05/2025|Atlas Copco Comptec LLC|TBI-ROSSTEV|07/29/2025|TEMPERATURE INDICATOR|#|#|TEMPERATURE INDICATOR|ZRH8|Purchased finished|45836059|20|US02|Comptec|-40 TO 160C, 5"DIAL, 9" STEM|1101010279|R.L. STONE COMPANY INC.|1314215896|1|1|$ 180.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/08/2025|Atlas Copco Comptec LLC|TBI-BEMDAN|07/31/2025|PAINT / COATING|#|#|PAINT / COATING|ZRH8|Purchased finished|45826848|10|US02|Comptec|1-GA KIT SW HS POLYURETHANE 250|1101012345|Sherwin-Williams Co., The|1314215949|1|1|$ 514.98|3 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/08/2025|Atlas Copco Comptec LLC|TBI-BEMDAN|07/31/2025|PAINT / COATING|#|#|PAINT / COATING|ZRH8|Purchased finished|45826848|20|US02|Comptec|1-GA KIT SW HS POLYURETHANE 250|1101012345|Sherwin-Williams Co., The|1314215949|1|1|$ 514.98|3 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/08/2025|Atlas Copco Comptec LLC|TBI-BEMDAN|07/31/2025|PAINT / COATING|#|#|PAINT / COATING|ZRH8|Purchased finished|45826848|30|US02|Comptec|1-GA KIT SW HS POLYURETHANE 250|1101012345|Sherwin-Williams Co., The|1314215949|1|1|$ 514.98|3 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/08/2025|Atlas Copco Comptec LLC|TBI-BEMDAN|07/31/2025|PAINT / COATING|#|#|PAINT / COATING|ZRH8|Purchased finished|45826848|40|US02|Comptec|1-GA KIT SW HS POLYURETHANE 250|1101012345|Sherwin-Williams Co., The|1314215949|1|1|$ 514.98|3 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/08/2025|Atlas Copco Comptec LLC|TBI-BEMDAN|07/31/2025|PAINT / COATING|#|#|PAINT / COATING|ZRH8|Purchased finished|45826848|50|US02|Comptec|1-GA KIT SW HS POLYURETHANE 250|1101012345|Sherwin-Williams Co., The|1314215949|1|1|$ 686.64|4 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/08/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|01/29/2025|PRESSURE TRANSMITTER|TRANSMITTER|#|PRESSURE TRANSMITTER|ZRH8|Purchased finished|45824669|30|US02|Comptec|PIT 0-6.89BAR, 3051T|1100001921|ROSEMOUNT INCORPORATED|1314209543|1|1|$ 0.00|0 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/08/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|01/29/2025|PRESSURE TRANSMITTER|TRANSMITTER|#|PRESSURE TRANSMITTER|ZRH8|Purchased finished|45825200|30|US02|Comptec|PIT 0-6.89BAR, 3051T|1100006533|EMERSON LLLP|1314209543|1|1|$ 0.00|0 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/08/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|01/29/2025|PRESSURE TRANSMITTER|TRANSMITTER|#|PRESSURE TRANSMITTER|ZRH8|Purchased finished|45829788|10|US02|Comptec|PIT 0-6.89BAR, 3051T|1100006533|EMERSON LLLP|1314209543|1|1|$ 2,339.39|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/08/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|03/04/2025|TEMPERATURE TRANSMITTER|TRANSMITTER|#|TEMPERATURE TRANSMITTER|ZRH8|Purchased finished|45825674|60|US02|Comptec|TEMP, 0-100C, 3144P|1100006533|EMERSON LLLP|1314210491|1|1|$ 0.00|0 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/08/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|03/04/2025|TEMPERATURE TRANSMITTER|TRANSMITTER|#|TEMPERATURE TRANSMITTER|ZRH8|Purchased finished|45825674|70|US02|Comptec|TEMP, 0-100C, 3144P|1100006533|EMERSON LLLP|1314210491|1|1|$ 0.00|0 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/08/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|03/04/2025|TEMPERATURE TRANSMITTER|TRANSMITTER|#|TEMPERATURE TRANSMITTER|ZRH8|Purchased finished|45829788|30|US02|Comptec|TEMP, 0-100C, 3144P|1100006533|EMERSON LLLP|1314210491|1|1|$ 3,712.62|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/08/2025|Atlas Copco Comptec LLC|TBI-KRYMATT|03/04/2025|TEMPERATURE TRANSMITTER|TRANSMITTER|#|TEMPERATURE TRANSMITTER|ZRH8|Purchased finished|45832374|120|US02|Comptec|TEMP, 0-100C, 3144P|1100006533|EMERSON LLLP|1314210491|1|1|$ 5,568.93|3 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/11/2025|Atlas Copco Comptec LLC|TBI-CONSTEV|08/08/2025|INFORMATION SIGN|#|#|INFORMATION SIGN|ZRH8|Purchased finished|45827631|30|US02|Comptec|METAL SIGN 10”X7”- OXYGEN VENT|1100005154|AMAZON CAPITAL SERVICES, INC.|1314216333|1|1|$ 12.99|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/11/2025|Atlas Copco Comptec LLC|TBI-CONSTEV|08/08/2025|INFORMATION SIGN|#|#|INFORMATION SIGN|ZRH8|Purchased finished|45827631|40|US02|Comptec|SIGN 10”X7” LIQUID NITROGEN VENT|1100005154|AMAZON CAPITAL SERVICES, INC.|1314216334|1|1|$ 51.96|4 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/11/2025|Atlas Copco Comptec LLC|TBI-CONSTEV|08/08/2025|INFORMATION SIGN|#|#|INFORMATION SIGN|ZRH8|Purchased finished|45827631|50|US02|Comptec|METAL SIGN 24”X18” LOW OXYGEN|1100005154|AMAZON CAPITAL SERVICES, INC.|1314216335|1|1|$ 43.99|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/11/2025|Atlas Copco Comptec LLC|TBI-CONSTEV|08/08/2025|METAL HOSE|#|#|METAL HOSE|ZRH8|Purchased finished|45827631|10|US02|Comptec|4" ALUM DUCT, HVY DUTY, 25' LG|1100005154|AMAZON CAPITAL SERVICES, INC.|1314216331|1|1|$ 21.77|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/11/2025|Atlas Copco Comptec LLC|TBI-CONSTEV|08/08/2025|PIPE CAP|#|#|PIPE CAP|ZRH8|Purchased finished|45827631|20|US02|Comptec|4" 304 STAINLESS STEEL AIR VENT|1100005154|AMAZON CAPITAL SERVICES, INC.|1314216332|1|1|$ 12.59|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/12/2025|Atlas Copco Comptec LLC|TBI-LIEMICH|07/30/2025|FLEXIBLE DISC COUPLING|#|#|FLEXIBLE DISC COUPLING|ZRH8|Purchased finished|45828022|10|US02|Comptec|FLEXIBLE DISK, 93" DBSE|1100001917|REXNORD INDUSTRIES, INC.|1314215931|1|1|$ 17,967.03|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/12/2025|Atlas Copco Comptec LLC|TBI-LIEMICH|07/30/2025|FLEXIBLE DISC COUPLING|#|#|FLEXIBLE DISC COUPLING|ZRH8|Purchased finished|45828022|20|US02|Comptec|FLEXIBLE DISK, 93" DBSE|1100001917|REXNORD INDUSTRIES, INC.|1314215931|1|1|$ 17,967.03|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/12/2025|Atlas Copco Comptec LLC|TBI-LIEMICH|08/08/2025|LEVEL INDICATOR|#|#|LEVEL INDICATOR|ZRH8|Purchased finished|45827240|10|US02|Comptec|16.5" C-C, 3/4" 150# RFSO|1100004825|YATES & COMPANY INC.|1314216339|1|1|$ 3,604.58|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/12/2025|Atlas Copco Comptec LLC|TBI-LIEMICH|08/08/2025|LEVEL INDICATOR|#|#|LEVEL INDICATOR|ZRH8|Purchased finished|45832364|10|US02|Comptec|16.5" C-C, 3/4" 150# RFSO|1100004825|YATES & COMPANY INC.|1314216339|1|1|$ 3,604.58|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-DAVCODY|07/22/2025|CONTROL CABINET|#|#|CONTROL CABINET|ZRH8|Purchased finished|45827623|10|US02|Comptec|30X20X8 SS NEMA4X|1100002538|REXEL USA, INC DBA Gexpro|1314215787|1|1|$ 2,765.54|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-DAVCODY|07/23/2025|CABINET ACCESSORY|#|#|CABINET ACCESSORY|ZRH8|Purchased finished|45827623|20|US02|Comptec|27"X17" PANEL|1100002538|REXEL USA, INC DBA Gexpro|1314215795|1|1|$ 74.34|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-KOEJACK|07/01/2025|GATE VALVE|#|#|GATE VALVE|ZRH8|Purchased finished|45829459|10|US02|Comptec|1"-150# GATE FLUOR / DOW|1100001996|NOONEY CONTROLS CORPORATION|1314215339|1|1|$ 1,715.00|7 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-KOEJACK|07/01/2025|GATE VALVE|#|#|GATE VALVE|ZRH8|Purchased finished|45829459|60|US02|Comptec|1"-150# GATE FLUOR / DOW|1100001996|NOONEY CONTROLS CORPORATION|1314215339|1|1|$ 2,205.00|9 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-KOEJACK|07/01/2025|GATE VALVE|#|#|GATE VALVE|ZRH8|Purchased finished|45829459|110|US02|Comptec|1"-150# GATE FLUOR / DOW|1100001996|NOONEY CONTROLS CORPORATION|1314215339|1|1|$ 490.00|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-KOEJACK|07/01/2025|GATE VALVE|#|#|GATE VALVE|ZRH8|Purchased finished|45829459|120|US02|Comptec|1"-150# GATE FLUOR / DOW|1100001996|NOONEY CONTROLS CORPORATION|1314215339|1|1|$ 490.00|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-KOEJACK|07/01/2025|GLOBE VALVE|#|#|GLOBE VALVE|ZRH8|Purchased finished|45829459|90|US02|Comptec|1"-150# GLOBE FLUOR / DOW|1100001996|NOONEY CONTROLS CORPORATION|1314215342|1|1|$ 245.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-KOEJACK|07/01/2025|GLOBE VALVE|#|#|GLOBE VALVE|ZRH8|Purchased finished|45829459|130|US02|Comptec|1"-150# GLOBE FLUOR / DOW|1100001996|NOONEY CONTROLS CORPORATION|1314215342|1|1|$ 735.00|3 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-KOEJACK|07/01/2025|GLOBE VALVE|#|#|GLOBE VALVE|ZRH8|Purchased finished|45836053|20|US02|Comptec|1"-150# GLOBE FLUOR / DOW|1100001996|NOONEY CONTROLS CORPORATION|1314215342|1|1|$ 245.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|03/18/2025|FLOATING CARBON RING SEAL|SEAL, CARBON RING|#|FLOATING CARBON RING SEAL|ZRH8|Purchased finished|45812461|10|US02|Comptec|70MM 3-PORT LOW TEMP T.1746|1100002273|BURGMANN SEALS AMERICA|1314211742|1|1|$ 10,309.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|03/18/2025|FLOATING CARBON RING SEAL|SEAL, CARBON RING|#|FLOATING CARBON RING SEAL|ZRH8|Purchased finished|45812461|20|US02|Comptec|70MM 3-PORT LOW TEMP T.1746|1100002273|BURGMANN SEALS AMERICA|1314211742|1|1|$ 10,309.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|03/18/2025|FLOATING CARBON RING SEAL|SEAL, CARBON RING|#|FLOATING CARBON RING SEAL|ZRH8|Purchased finished|45812461|30|US02|Comptec|70MM 3-PORT LOW TEMP T.1746|1100002273|BURGMANN SEALS AMERICA|1314211742|1|1|$ 10,309.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|03/18/2025|FLOATING CARBON RING SEAL|SEAL, CARBON RING|#|FLOATING CARBON RING SEAL|ZRH8|Purchased finished|45812461|40|US02|Comptec|70MM 3-PORT LOW TEMP T.1746|1100002273|BURGMANN SEALS AMERICA|1314211742|1|1|$ 10,309.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|03/18/2025|FLOATING CARBON RING SEAL|SEAL, CARBON RING|#|FLOATING CARBON RING SEAL|ZRH8|Purchased finished|45828623|10|US02|Comptec|70MM 3-PORT LOW TEMP T.1746|1100002273|BURGMANN SEALS AMERICA|1314211742|1|1|$ 20,618.00|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|07/09/2025|TUBE FITTING PORT CONNECTOR|#|#|TUBE FITTING PORT CONNECTOR|ZHB3|Part made in-house|45828033|50|US02|Comptec|5/8"T X G 1/2A-L BSPP 2.00"|1100002397|MERIDIAN MANUFACTURING|1314215520|1|1|$ 315.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|07/09/2025|TUBE FITTING PORT CONNECTOR|#|#|TUBE FITTING PORT CONNECTOR|ZHB3|Part made in-house|45828033|60|US02|Comptec|5/8"T X G 1/2A-L BSPP 2.00"|1100002397|MERIDIAN MANUFACTURING|1314215520|1|1|$ 315.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|07/09/2025|TUBE FITTING PORT CONNECTOR|#|#|TUBE FITTING PORT CONNECTOR|ZHB3|Part made in-house|45828033|70|US02|Comptec|5/8"T X G 1/2A-L BSPP 2.00"|1100002397|MERIDIAN MANUFACTURING|1314215520|1|1|$ 315.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|07/09/2025|TUBE FITTING PORT CONNECTOR|#|#|TUBE FITTING PORT CONNECTOR|ZHB3|Part made in-house|45828033|80|US02|Comptec|5/8"T X G 1/2A-L BSPP 2.00"|1100002397|MERIDIAN MANUFACTURING|1314215520|1|1|$ 315.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-ROSSTEV|07/22/2025|LEVEL INDICATOR|#|#|LEVEL INDICATOR|ZRH8|Purchased finished|45828459|10|US02|Comptec|12.21" CL-CL, 1"-150# W/XMTR|1101010279|R.L. STONE COMPANY INC.|1314215782|1|1|$ 19,988.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-ROSSTEV|07/22/2025|LEVEL INDICATOR|#|#|LEVEL INDICATOR|ZRH8|Purchased finished|45836058|10|US02|Comptec|12.21" CL-CL, 1"-150# W/XMTR|1101010279|R.L. STONE COMPANY INC.|1314215782|1|1|$ 19,988.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-COMJOSE|07/15/2025|NOISE ENCLOSURE|#|#|NOISE ENCLOSURE|ZRH8|Purchased finished|45830676|10|US02|Comptec|T.1784/85 NOISE ENCL FULL SKID|1101010323|THERMAL PRODUCTS, INCORPORATED|1314215663|1|1|$ 162,035.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-COMJOSE|07/15/2025|NOISE ENCLOSURE|#|#|NOISE ENCLOSURE|ZRH8|Purchased finished|45830676|20|US02|Comptec|T.1784/85 NOISE ENCL FULL SKID|1101010323|THERMAL PRODUCTS, INCORPORATED|1314215663|1|1|$ 162,035.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-ROSSTEV|05/28/2025|SEAL GAS FILTER|FILTER GAS|#|SEAL GAS FILTER|ZRH8|Purchased finished|45820171|10|US02|Comptec|3/4"-150 DUAL 50 SCFM BFD-C BOLL|1100003927|BOLL FILTER CORPORATION|1314214671|1|1|$ 14,389.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-ROSSTEV|05/28/2025|SEAL GAS FILTER|FILTER GAS|#|SEAL GAS FILTER|ZRH8|Purchased finished|45820171|40|US02|Comptec|3/4"-150 DUAL 50 SCFM BFD-C BOLL|1100003927|BOLL FILTER CORPORATION|1314214671|1|1|$ 14,389.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-ROSSTEV|07/02/2025|TEMPERATURE CONTROL VALVE|#|#|TEMPERATURE CONTROL VALVE|ZRH8|Purchased finished|45828313|10|US02|Comptec|1-1/2"-150# 110F CFRJ FLUOR/DOW|1101010284|AMOT CONTROLS CORPORATION|1314215438|1|1|$ 3,513.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-ROSSTEV|07/02/2025|TEMPERATURE CONTROL VALVE|#|#|TEMPERATURE CONTROL VALVE|ZRH8|Purchased finished|45828313|20|US02|Comptec|1-1/2"-150# 110F EFRJ FLUOR/DOW|1101010284|AMOT CONTROLS CORPORATION|1314215439|1|1|$ 2,737.50|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-ROSSTEV|08/07/2025|PRESSURE SWITCH|#|#|PRESSURE SWITCH|ZRH8|Purchased finished|45832258|10|US02|Comptec|450 KPAG FALLING UE J120 W/ SEAL|1100001855|ACI CONTROLS, INCORPORATED|1314216302|1|1|$ 5,834.60|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-ROSSTEV|08/07/2025|PRESSURE SWITCH|#|#|PRESSURE SWITCH|ZRH8|Purchased finished|45836061|10|US02|Comptec|450 KPAG FALLING UE J120 W/ SEAL|1100001855|ACI CONTROLS, INCORPORATED|1314216302|1|1|$ 5,834.60|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-ROSSTEV|08/19/2025|FILTER ELEMENT|FILTER ACCESSORY|#|FILTER ELEMENT|ZRH8|Purchased finished|45820171|90|US02|Comptec|ELEMENT SEAL FILTER GC2 MG-O|1100003927|BOLL FILTER CORPORATION|1314216916|1|1|$ 2,776.00|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-ROSSTEV|08/19/2025|FILTER ELEMENT|FILTER ACCESSORY|#|FILTER ELEMENT|ZRH8|Purchased finished|45820171|110|US02|Comptec|ELEMENT SEAL FILTER GC2 MG-O|1100003927|BOLL FILTER CORPORATION|1314216916|1|1|$ 2,776.00|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-STOMATT|08/13/2025|FLOW TRANSMITTER|#|#|FLOW TRANSMITTER|ZRH8|Purchased finished|45828032|90|US02|Comptec|10-100SCFM,NAT GAS,526PSI,3/4FLG|1100002742|YOKOGAWA CORPORATION OF AMERICA|1314216786|1|1|$ 5,942.20|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-STOMATT|08/13/2025|FLOW TRANSMITTER|#|#|FLOW TRANSMITTER|ZRH8|Purchased finished|45828032|100|US02|Comptec|10-100SCFM,NAT GAS,526PSI,3/4FLG|1100002742|YOKOGAWA CORPORATION OF AMERICA|1314216786|1|1|$ 5,942.20|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-STOMATT|08/13/2025|FLOW TRANSMITTER|#|#|FLOW TRANSMITTER|ZRH8|Purchased finished|45828032|110|US02|Comptec|10-100SCFM,NAT GAS,526PSI,3/4FLG|1100002742|YOKOGAWA CORPORATION OF AMERICA|1314216786|1|1|$ 5,942.20|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-STOMATT|08/13/2025|FLOW TRANSMITTER|#|#|FLOW TRANSMITTER|ZRH8|Purchased finished|45828032|120|US02|Comptec|10-100SCFM,NAT GAS,526PSI,3/4FLG|1100002742|YOKOGAWA CORPORATION OF AMERICA|1314216786|1|1|$ 5,942.20|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-STOMATT|08/13/2025|FLOW TRANSMITTER|#|#|FLOW TRANSMITTER|ZRH8|Purchased finished|45828032|130|US02|Comptec|1-10SCFM,N2,30PSI,1/2NPT|1100002742|YOKOGAWA CORPORATION OF AMERICA|1314216787|1|1|$ 5,539.24|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-STOMATT|08/13/2025|FLOW TRANSMITTER|#|#|FLOW TRANSMITTER|ZRH8|Purchased finished|45828032|140|US02|Comptec|1-10SCFM,N2,30PSI,1/2NPT|1100002742|YOKOGAWA CORPORATION OF AMERICA|1314216787|1|1|$ 5,539.24|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-STOMATT|08/13/2025|FLOW TRANSMITTER|#|#|FLOW TRANSMITTER|ZRH8|Purchased finished|45828032|150|US02|Comptec|1-10SCFM,N2,30PSI,1/2NPT|1100002742|YOKOGAWA CORPORATION OF AMERICA|1314216787|1|1|$ 5,539.24|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/20/2025|Atlas Copco Comptec LLC|TBI-STOMATT|08/13/2025|FLOW TRANSMITTER|#|#|FLOW TRANSMITTER|ZRH8|Purchased finished|45828032|160|US02|Comptec|1-10SCFM,N2,30PSI,1/2NPT|1100002742|YOKOGAWA CORPORATION OF AMERICA|1314216787|1|1|$ 5,539.24|2 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/21/2025|Atlas Copco Comptec LLC|TBI-DAVCODY|08/19/2025|CONTROL CABLE|#|#|CONTROL CABLE|ZRH8|Purchased finished|45828584|10|US02|Comptec|UNARM,14AWG,PAIR,600V,90C,CSA|1100002538|REXEL USA, INC DBA Gexpro|1314216920|1|1|$ 1,504.80|1,140.00 FT|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/21/2025|Atlas Copco Comptec LLC|TBI-DAVCODY|08/19/2025|CONTROL CABLE|#|#|CONTROL CABLE|ZRH8|Purchased finished|45828584|20|US02|Comptec|UNARM,14AWG,PAIR,600V,90C,CSA|1100002538|REXEL USA, INC DBA Gexpro|1314216920|1|1|$ 1,504.80|1,140.00 FT|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/21/2025|Atlas Copco Comptec LLC|TBI-DAVCODY|08/19/2025|CONTROL CABLE|#|#|CONTROL CABLE|ZRH8|Purchased finished|45828584|30|US02|Comptec|UNARM,14AWG,TRIAD,600V,90C,CSA|1100002538|REXEL USA, INC DBA Gexpro|1314216922|1|1|$ 434.20|260.00 FT|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/21/2025|Atlas Copco Comptec LLC|TBI-DAVCODY|08/19/2025|CONTROL CABLE|#|#|CONTROL CABLE|ZRH8|Purchased finished|45828584|40|US02|Comptec|UNARM,14AWG,TRIAD,600V,90C,CSA|1100002538|REXEL USA, INC DBA Gexpro|1314216922|1|1|$ 1,235.80|740.00 FT|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/25/2025|Atlas Copco Comptec LLC|TBI-GIGJACK|07/03/2025|SUPPORT STRUCTURE|#|#|SUPPORT STRUCTURE|ZHB1|Assembly made in-house|45826116|10|US02|Comptec|T.1743 PROCESS PIPE SUPPORT|1100002558|MARCON CUSTOM METALS,INC.|1314215461|1|1|$ 4,596.00|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/27/2025|Atlas Copco Comptec LLC|TBI-CHAVIBO|08/21/2025|CABINET ACCESSORY|#|#|CABINET ACCESSORY|ZRH8|Purchased finished|45828848|50|US02|Comptec|33X33|1100002538|REXEL USA, INC DBA Gexpro|1314217019|1|1|$ 152.87|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/27/2025|Atlas Copco Comptec LLC|TBI-CHAVIBO|08/21/2025|CABINET ACCESSORY|#|#|CABINET ACCESSORY|ZRH8|Purchased finished|45828848|60|US02|Comptec|33X33|1100002538|REXEL USA, INC DBA Gexpro|1314217019|1|1|$ 152.87|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/27/2025|Atlas Copco Comptec LLC|TBI-CHAVIBO|08/21/2025|CABINET ACCESSORY|#|#|CABINET ACCESSORY|ZRH8|Purchased finished|45828848|70|US02|Comptec|33X33|1100002538|REXEL USA, INC DBA Gexpro|1314217019|1|1|$ 152.87|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/27/2025|Atlas Copco Comptec LLC|TBI-CHAVIBO|08/21/2025|CABINET ACCESSORY|#|#|CABINET ACCESSORY|ZRH8|Purchased finished|45828848|80|US02|Comptec|33X33|1100002538|REXEL USA, INC DBA Gexpro|1314217019|1|1|$ 152.87|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/27/2025|Atlas Copco Comptec LLC|TBI-CHAVIBO|08/21/2025|CABINET ACCESSORY|#|#|CABINET ACCESSORY|ZRH8|Purchased finished|45828848|90|US02|Comptec|45X33|1100002538|REXEL USA, INC DBA Gexpro|1314217020|1|1|$ 208.87|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/27/2025|Atlas Copco Comptec LLC|TBI-CHAVIBO|08/21/2025|CABINET ACCESSORY|#|#|CABINET ACCESSORY|ZRH8|Purchased finished|45828848|100|US02|Comptec|45X33|1100002538|REXEL USA, INC DBA Gexpro|1314217020|1|1|$ 208.87|1 PC|
|#|GAP-ENOVIA|Not assigned|Not assigned|08/27/2025|Atlas Copco Comptec LLC|TBI-CHAVIBO|08/21/2025|CABINET ACCESSORY|#|#|CABINET ACCESSORY|ZRH8|Purchased finished|45828848|110|US02|Comptec|45X33|1100002538|REXEL USA, INC DBA Gexpro|1314217020|1|1|$ 208.87|1 PC|
